date,warehouse_id,region,orders,shipment_weight,workers,scanner_used,processing_time
2023-05-10,WH_1,South,119,353.5391285455061,9,1,29.304723118581514
2023-05-10,WH_2,East,146,349.8698265904957,12,1,18.799020692459827
2023-05-10,WH_3,East,111,214.57042374159758,9,1,30.112764090721367
2023-05-11,WH_1,East,139,383.1813511384588,11,1,21.73174901184185
2023-05-11,WH_2,West,149,414.5244684895,12,1,17.086838275329193
2023-05-11,WH_3,North,102,265.85617122111887,8,0,36.65299688835702
2023-05-12,WH_1,East,147,289.1104784561469,12,0,28.995992753916887
2023-05-12,WH_2,East,110,262.15405684156894,9,0,30.978856588483673
2023-05-12,WH_3,South,129,342.7861167239213,10,0,32.13396159737303
2023-05-13,WH_1,East,122,347.08926822544026,10,1,20.76557452905709
2023-05-13,WH_2,North,98,276.19033205088425,8,1,32.300548110661836
2023-05-13,WH_3,East,137,295.61111623698935,11,1,33.44411843176394
2023-05-14,WH_1,North,95,232.2249072352299,7,1,34.427949088797234
2023-05-14,WH_2,South,138,358.4940005762637,11,1,23.01793883476283
2023-05-14,WH_3,North,109,235.18200884023742,9,0,31.461297869011183
2023-05-15,WH_1,East,136,290.95237116587515,11,1,31.66339029143396
2023-05-15,WH_2,South,142,259.05334364724456,11,1,18.485094123449727
2023-05-15,WH_3,South,147,307.9520645663005,12,0,27.929434550307214
2023-05-16,WH_1,West,121,282.6585965388255,10,0,35.90804349524922
2023-05-16,WH_2,South,104,280.2752449047626,8,1,26.7806128675968
2023-05-16,WH_3,South,110,256.13691080111545,9,1,29.693577461785623
2023-05-17,WH_1,North,84,142.07145197103338,7,1,26.999539295690127
2023-05-17,WH_2,North,142,369.48632017973347,11,1,17.36085996382693
2023-05-17,WH_3,North,91,245.9496611141383,7,1,19.366832114489554
2023-05-18,WH_1,East,89,235.11922583101654,7,1,26.260724118158862
2023-05-18,WH_2,East,93,214.29169818754124,7,1,26.44755454328951
2023-05-18,WH_3,South,117,292.8031184933017,9,1,20.321422119523497
2023-05-19,WH_1,East,129,266.74992775392246,10,1,21.76848322497934
2023-05-19,WH_2,West,106,230.81656596577545,8,1,29.273204451991802
2023-05-19,WH_3,West,126,262.74658339602007,10,0,25.1766100570853
2023-05-20,WH_1,West,82,199.92714255925657,6,1,29.81932668592373
2023-05-20,WH_2,East,116,305.6277527528818,9,1,23.3619784759397
2023-05-20,WH_3,East,118,273.60962173663665,9,1,20.29604293763158
2023-05-21,WH_1,West,139,213.19455085185595,11,1,20.752437455374384
2023-05-21,WH_2,North,83,174.78795763525002,6,0,30.576255878875816
2023-05-21,WH_3,North,99,251.81170914346566,8,0,26.69169048879637
2023-05-22,WH_1,East,114,241.07466454352226,9,0,38.3598610886248
2023-05-22,WH_2,South,145,414.78622297168204,12,1,17.271141947180087
2023-05-22,WH_3,South,116,265.3372968539062,9,1,21.748197916784292
2023-05-23,WH_1,West,102,218.5538043672971,8,0,31.802887716672927
2023-05-23,WH_2,West,140,326.4640115245859,11,1,23.67703999075066
2023-05-23,WH_3,North,98,195.32208166870774,8,1,27.89725766828342
2023-05-24,WH_1,South,82,164.85443207939932,6,1,33.2482057559354
2023-05-24,WH_2,North,96,212.9506647824843,8,1,29.353226745163212
2023-05-24,WH_3,East,90,146.90927871176302,7,1,26.39197738714861
2023-05-25,WH_1,West,139,229.2440084558231,11,0,30.389192569499862
2023-05-25,WH_2,South,94,226.59936312598504,7,0,39.83290376431588
2023-05-25,WH_3,West,100,262.54245298748816,8,1,21.400816685875498
2023-05-26,WH_1,West,90,231.04165861004338,7,0,26.837265947409307
2023-05-26,WH_2,North,139,251.4205218860212,11,0,37.15879634387351
2023-05-26,WH_3,South,135,344.9869854902839,11,0,38.409857685638755
2023-05-27,WH_1,West,143,423.74491053859975,11,1,30.286107481532916
2023-05-27,WH_2,North,121,188.91994610974194,10,1,24.266733254339798
2023-05-27,WH_3,West,127,357.4819751126646,10,1,32.43164166231399
2023-05-28,WH_1,North,88,223.9550919710763,7,1,17.256167735211147
2023-05-28,WH_2,West,102,269.61446870037076,8,1,27.282447355249158
2023-05-28,WH_3,East,95,257.44539502906724,7,1,24.722561466678986
2023-05-29,WH_1,North,81,226.013802695774,6,1,19.625773143360377
2023-05-29,WH_2,South,147,435.74969627143344,12,1,27.698268764437536
2023-05-29,WH_3,East,133,239.69730088509863,11,1,19.611376845269522
2023-05-30,WH_1,North,139,382.8521866641096,11,1,32.57522246291375
2023-05-30,WH_2,West,114,268.83358436946514,9,1,29.358166138930024
2023-05-30,WH_3,East,104,267.04629392477057,8,0,30.399162701884183
2023-05-31,WH_1,South,102,186.34171524276422,8,1,16.822210213104277
2023-05-31,WH_2,West,102,257.32211516968187,8,1,18.849048646131827
2023-05-31,WH_3,North,85,160.66570281376866,7,1,32.04774343753477
2023-06-01,WH_1,South,115,266.611955955343,9,1,27.757721399655143
2023-06-01,WH_2,East,95,259.3846836404767,7,1,25.513616543956445
2023-06-01,WH_3,North,88,240.9496434044037,7,1,29.00725509849584
2023-06-02,WH_1,East,89,181.24591458048107,7,0,35.84604417726179
2023-06-02,WH_2,North,117,285.23099280535865,9,1,17.09571924060843
2023-06-02,WH_3,South,107,185.31274587679778,8,1,23.75350321137778
2023-06-03,WH_1,East,113,195.04311153324898,9,1,32.003086473024055
2023-06-03,WH_2,North,149,315.9582414187598,12,1,20.04478156254716
2023-06-03,WH_3,North,82,154.542298294287,6,1,26.3703561920435
2023-06-04,WH_1,West,121,222.83489982681888,10,1,25.69298701092748
2023-06-04,WH_2,East,100,280.36177513792296,8,0,35.507438513161546
2023-06-04,WH_3,East,81,206.06359017618053,6,0,30.600116309324424
2023-06-05,WH_1,North,110,318.59545799559345,9,1,31.633582948007884
2023-06-05,WH_2,South,143,344.300366329825,11,1,29.89845530153014
2023-06-05,WH_3,East,83,170.53339740780248,6,1,33.20839178866997
2023-06-06,WH_1,East,136,304.61459969465005,11,1,17.886711265225465
2023-06-06,WH_2,East,133,366.87269829525377,11,1,28.50954866385174
2023-06-06,WH_3,East,149,349.23369086882906,12,1,22.838520728559118
2023-06-07,WH_1,West,124,356.5519202534426,10,0,35.17472202105939
2023-06-07,WH_2,West,145,261.3717186776338,12,1,18.99547336973966
2023-06-07,WH_3,North,116,329.5682839799844,9,1,30.879612090320386
2023-06-08,WH_1,East,147,336.881876290622,12,1,19.85616558504664
2023-06-08,WH_2,West,122,302.4217651376037,10,0,30.76904429748975
2023-06-08,WH_3,East,134,214.31916481253555,11,0,26.286262363065315
2023-06-09,WH_1,North,137,352.7489049070423,11,1,20.881326855849178
2023-06-09,WH_2,East,124,248.5623189211474,10,1,24.615205866362686
2023-06-09,WH_3,South,110,168.4643606339624,9,0,33.297523123025925
2023-06-10,WH_1,East,149,326.48011863458754,12,1,23.071486980703
2023-06-10,WH_2,West,106,160.51436762961143,8,0,33.84329725395904
2023-06-10,WH_3,North,106,162.04256151112295,8,1,22.4466212915193
2023-06-11,WH_1,East,111,282.9238662430071,9,1,21.51475104574172
2023-06-11,WH_2,West,127,294.6926219710647,10,1,32.20991475714629
2023-06-11,WH_3,North,113,315.71002341859287,9,0,34.958145087540494
2023-06-12,WH_1,South,86,193.28240918772613,7,1,28.02336155190342
2023-06-12,WH_2,West,107,303.4625089612877,8,1,29.418563863060292
2023-06-12,WH_3,South,116,286.06314737984115,9,0,32.42662264398406
2023-06-13,WH_1,West,112,247.04052901494106,9,1,31.676850504065186
2023-06-13,WH_2,East,83,234.48664010689615,6,1,20.003430498243294
2023-06-13,WH_3,East,146,228.18182184148452,12,1,20.611279006710742
2023-06-14,WH_1,South,82,174.35169570885776,6,0,31.946813608282948
2023-06-14,WH_2,East,125,317.6280915693022,10,1,24.01953125123935
2023-06-14,WH_3,South,132,203.56361798275958,11,0,30.450941445948963
2023-06-15,WH_1,North,105,159.8115266380458,8,0,27.09622534933481
2023-06-15,WH_2,South,125,244.84888154261873,10,1,30.577266562279412
2023-06-15,WH_3,South,126,311.24735278231464,10,1,19.14131650385141
2023-06-16,WH_1,South,95,174.9293952196446,7,1,30.748419747104236
2023-06-16,WH_2,South,133,206.35911677780027,11,1,24.840234791082864
2023-06-16,WH_3,East,121,306.042838034549,10,1,30.13708148455221
2023-06-17,WH_1,North,103,159.10784116843337,8,1,23.108546222567625
2023-06-17,WH_2,West,108,206.66466691296122,9,1,18.841198816716656
2023-06-17,WH_3,West,91,245.8744840510474,7,1,23.981312700264574
2023-06-18,WH_1,East,88,187.62666675951482,7,0,39.66553287278923
2023-06-18,WH_2,North,108,253.60042003747344,9,0,33.59535083102792
2023-06-18,WH_3,North,103,296.8798146101564,8,1,25.715027737200145
2023-06-19,WH_1,West,146,279.0517516229532,12,1,16.900581559978406
2023-06-19,WH_2,North,148,378.0291982467738,12,1,21.23737676155344
2023-06-19,WH_3,North,112,230.00409991988664,9,1,27.71139857024786
2023-06-20,WH_1,North,92,166.74077627604478,7,0,26.6673128749865
2023-06-20,WH_2,West,112,217.72492378939185,9,1,22.41110574392508
2023-06-20,WH_3,North,146,242.82364294807766,12,1,23.982213552373487
2023-06-21,WH_1,South,99,273.10605093239343,8,1,16.75937558262865
2023-06-21,WH_2,West,144,273.94843922404687,12,0,35.058946368623054
2023-06-21,WH_3,South,108,258.9358706749565,9,0,25.551070272694755
2023-06-22,WH_1,South,91,194.01588491750618,7,1,17.83960713787215
2023-06-22,WH_2,East,82,131.21092562874512,6,1,26.953294551836823
2023-06-22,WH_3,South,97,249.615626535334,8,1,30.01440729741268
2023-06-23,WH_1,West,102,241.7703457209435,8,0,36.76211598414667
2023-06-23,WH_2,South,101,157.6176504432275,8,1,27.117614330652756
2023-06-23,WH_3,South,124,201.068302111425,10,1,21.189857289753157
2023-06-24,WH_1,West,88,219.50018858409783,7,1,21.952300270977737
2023-06-24,WH_2,South,134,312.7237346703037,11,1,20.2398480612517
2023-06-24,WH_3,North,107,200.50472421991992,8,1,21.81543681366248
2023-06-25,WH_1,East,125,226.28160489865078,10,1,30.109594943125632
2023-06-25,WH_2,North,127,203.7352515418724,10,1,29.200374955344437
2023-06-25,WH_3,East,126,352.17596168634543,10,1,27.23986758951234
2023-06-26,WH_1,North,135,205.75948804092707,11,0,33.87429872012632
2023-06-26,WH_2,West,131,355.7761698969086,10,1,25.656125739090278
2023-06-26,WH_3,North,139,209.78632073691142,11,1,26.73469842639605
2023-06-27,WH_1,South,94,206.2651160212512,7,1,17.12940195475553
2023-06-27,WH_2,South,147,367.13770213489494,12,1,25.287214399070677
2023-06-27,WH_3,East,96,190.47791487670108,8,1,29.98549637541891
2023-06-28,WH_1,South,123,362.90605416424637,10,0,37.49938192317408
2023-06-28,WH_2,North,148,360.2672111759304,12,1,25.359899033907077
2023-06-28,WH_3,North,124,215.7243300056928,10,1,30.385651014412232
2023-06-29,WH_1,South,82,183.80645923245112,6,1,30.42876960136853
2023-06-29,WH_2,West,122,223.8888348606054,10,0,30.09889415894561
2023-06-29,WH_3,North,143,219.5421004638038,11,1,21.974273325582857
2023-06-30,WH_1,North,116,333.38211222147817,9,0,35.62880707543487
2023-06-30,WH_2,West,130,273.573113985993,10,1,19.175005462137356
2023-06-30,WH_3,South,143,352.3700337912959,11,1,20.3528320395403
2023-07-01,WH_1,South,98,288.0103742772127,8,1,19.23857152974821
2023-07-01,WH_2,North,100,247.33473093375534,8,1,30.480663855739337
2023-07-01,WH_3,North,148,255.45060939461575,12,1,23.47457502549196
2023-07-02,WH_1,North,131,285.4055718594071,10,1,24.362486068890714
2023-07-02,WH_2,East,133,378.00061980568694,11,1,24.000605415888934
2023-07-02,WH_3,North,125,341.2938787458784,10,1,23.14383976896548
2023-07-03,WH_1,North,111,207.65672242666466,9,1,27.85861490695597
2023-07-03,WH_2,East,142,247.12303360049955,11,0,29.865786124152166
2023-07-03,WH_3,North,83,231.9954908711496,6,0,33.78281057378644
2023-07-04,WH_1,West,128,296.55493406854583,10,1,23.06128161521004
2023-07-04,WH_2,North,119,218.601269947076,9,1,20.940883070055794
2023-07-04,WH_3,North,138,236.61767808871974,11,1,29.522190483192936
2023-07-05,WH_1,East,115,186.61698854896346,9,1,26.37771447534301
2023-07-05,WH_2,East,80,159.24861258925858,6,1,29.006581004186117
2023-07-05,WH_3,East,139,332.17220486937026,11,1,25.778912951403676
2023-07-06,WH_1,South,126,191.9528130625552,10,1,20.082361256312225
2023-07-06,WH_2,North,134,387.26799199723564,11,1,31.927795872175206
2023-07-06,WH_3,South,90,201.4647845729795,7,0,33.60925753264851
2023-07-07,WH_1,West,148,249.4621705383731,12,1,25.455451053493526
2023-07-07,WH_2,East,90,171.80390925014322,7,1,20.598275008088898
2023-07-07,WH_3,East,103,189.89508087302636,8,1,23.876405089776753
2023-07-08,WH_1,North,83,146.8465137501981,6,1,20.411548026283047
2023-07-08,WH_2,West,146,435.80380442202005,12,1,25.848609714834463
2023-07-08,WH_3,West,147,375.0018116996292,12,1,33.40951692022247
2023-07-09,WH_1,East,92,245.16702253653455,7,0,36.472945610665285
2023-07-09,WH_2,East,107,266.57415302919105,8,1,30.724365344106257
2023-07-09,WH_3,East,85,239.64428075239522,7,0,27.18002013080375
2023-07-10,WH_1,West,92,144.17473920253306,7,1,23.528305609889042
2023-07-10,WH_2,West,90,176.71741507369936,7,0,30.206127958626567
2023-07-10,WH_3,East,118,181.93880471662501,9,1,27.967990812251234
2023-07-11,WH_1,North,84,145.76035597641297,7,1,21.256824380435877
2023-07-11,WH_2,South,109,174.27337128070258,9,1,20.31406091217006
2023-07-11,WH_3,South,98,250.96262416542766,8,1,27.485488509221586
2023-07-12,WH_1,East,107,294.0073837263254,8,0,31.880993077752542
2023-07-12,WH_2,South,120,316.6646661260349,10,1,21.01230050052679
2023-07-12,WH_3,East,105,257.6590379703634,8,1,31.85088394165938
2023-07-13,WH_1,East,146,266.27221012972524,12,0,34.88474708878492
2023-07-13,WH_2,East,126,198.30196220807883,10,0,26.02854072761031
2023-07-13,WH_3,South,122,196.1651446572634,10,1,30.387927657787415
2023-07-14,WH_1,South,88,132.21141845670638,7,0,30.0635856208027
2023-07-14,WH_2,South,140,358.30581471164083,11,1,23.45792525643405
2023-07-14,WH_3,South,124,249.81690473866877,10,0,27.770903494786225
2023-07-15,WH_1,North,119,228.26136789904555,9,1,24.88041562602971
2023-07-15,WH_2,East,138,218.24448874430877,11,0,25.648436273115767
2023-07-15,WH_3,South,146,434.3197516076429,12,1,27.069474849873707
2023-07-16,WH_1,South,108,208.50790247005898,9,1,26.07806022957166
2023-07-16,WH_2,North,102,240.18379925921673,8,0,32.21562764421318
2023-07-16,WH_3,North,148,346.30392506976534,12,1,18.76483296762045
2023-07-17,WH_1,East,149,255.79816636682287,12,0,30.80903968710105
2023-07-17,WH_2,South,88,221.3103363735061,7,1,24.670575621486826
2023-07-17,WH_3,South,114,179.2423843087471,9,1,27.75416485933119
2023-07-18,WH_1,West,123,367.5082678144425,10,0,31.430055382817795
2023-07-18,WH_2,East,123,184.62040408643193,10,1,28.851388065567694
2023-07-18,WH_3,East,122,216.38105947643987,10,1,22.73642547464844
2023-07-19,WH_1,East,121,213.76640771006154,10,1,24.59398842745722
2023-07-19,WH_2,East,94,160.507567142881,7,0,29.442800070939285
2023-07-19,WH_3,North,140,331.7003939477358,11,0,29.79417426407882
2023-07-20,WH_1,West,148,264.33084813753806,12,1,18.74117931521288
2023-07-20,WH_2,North,126,349.5343930202249,10,0,33.57852466600188
2023-07-20,WH_3,West,143,318.2942263749039,11,1,22.181204244878657
2023-07-21,WH_1,North,117,289.8884754134574,9,0,27.363584037244784
2023-07-21,WH_2,West,114,259.4370637699485,9,1,22.328479375709072
2023-07-21,WH_3,East,91,225.6604653696633,7,1,26.67362577281276
2023-07-22,WH_1,South,84,178.43317142635496,7,1,20.70774857122469
2023-07-22,WH_2,North,104,184.51761189829188,8,0,38.04185092712399
2023-07-22,WH_3,North,114,263.5387504007582,9,1,25.014325358403873
2023-07-23,WH_1,North,113,188.07793158415745,9,1,25.346124803552613
2023-07-23,WH_2,North,128,277.5068539610529,10,1,18.3953889455659
2023-07-23,WH_3,East,129,343.39189483870973,10,1,20.837053638784084
2023-07-24,WH_1,North,93,167.32201443701672,7,1,20.4465086146066
2023-07-24,WH_2,West,96,168.7751686436893,8,1,20.435702466408934
2023-07-24,WH_3,South,105,186.2868767311623,8,1,27.15102649191539
2023-07-25,WH_1,West,130,298.9147832000736,10,1,17.106248469687934
2023-07-25,WH_2,West,144,256.903137225606,12,1,31.468090271197465
2023-07-25,WH_3,South,99,185.12247972829383,8,0,36.95557028572596
2023-07-26,WH_1,South,119,311.79165924777874,9,0,39.84051928080882
2023-07-26,WH_2,North,144,349.30013537256633,12,1,25.166224725179646
2023-07-26,WH_3,East,109,232.0555566516944,9,0,25.39515163633527
2023-07-27,WH_1,East,117,265.72815656666967,9,1,22.550966694985675
2023-07-27,WH_2,East,127,302.20252579980524,10,0,38.20843516317251
2023-07-27,WH_3,South,121,328.8614853021406,10,0,29.93718706331046
2023-07-28,WH_1,North,89,256.3148117665182,7,1,33.82926012525008
2023-07-28,WH_2,North,95,282.9871965272493,7,1,33.575979710450966
2023-07-28,WH_3,West,119,314.06691408021373,9,0,29.87044786621062
2023-07-29,WH_1,West,116,316.48790454228987,9,1,21.61737379040308
2023-07-29,WH_2,West,149,314.0491094714805,12,0,26.652425238570284
2023-07-29,WH_3,South,131,389.89120989443575,10,1,30.702060514936086
2023-07-30,WH_1,West,103,205.6759512850203,8,1,32.879329226299596
2023-07-30,WH_2,East,124,191.29289457138498,10,1,28.686452002344534
2023-07-30,WH_3,South,104,268.83935833582444,8,1,30.652312902735787
2023-07-31,WH_1,East,131,359.05868360999887,10,0,25.320434972839223
2023-07-31,WH_2,East,133,261.191363098667,11,0,34.01926959768697
2023-07-31,WH_3,North,94,216.5633550206234,7,1,29.568791775249412
2023-08-01,WH_1,West,134,201.2227057062554,11,1,32.737097444229725
2023-08-01,WH_2,North,123,357.24514267979754,10,0,26.230811844433195
2023-08-01,WH_3,East,116,179.4934404779352,9,0,39.016826736548566
2023-08-02,WH_1,West,144,415.1977547347686,12,1,30.010485061143505
2023-08-02,WH_2,South,108,296.94478732055705,9,0,30.768845306608135
2023-08-02,WH_3,East,99,177.30521944026995,8,1,27.01087272664529
2023-08-03,WH_1,North,146,366.5863054055795,12,1,27.194454302859363
2023-08-03,WH_2,South,137,323.36576182696115,11,1,23.111290984648566
2023-08-03,WH_3,North,101,244.21246201292246,8,1,20.14900916237497
2023-08-04,WH_1,West,126,359.72007309223795,10,1,31.55022690960234
2023-08-04,WH_2,North,130,375.23533413499746,10,1,17.684085867751598
2023-08-04,WH_3,North,93,227.4245785957239,7,1,27.074406389929585
2023-08-05,WH_1,North,116,311.5996034618581,9,0,37.14531057399776
2023-08-05,WH_2,North,115,225.36401089712092,9,1,19.07355396904637
2023-08-05,WH_3,East,140,270.25435367753295,11,1,25.392735413344617
2023-08-06,WH_1,South,94,237.1276141903901,7,1,25.592794849554615
2023-08-06,WH_2,East,86,174.53641872341703,7,1,26.5574947615126
2023-08-06,WH_3,South,100,245.1218622635505,8,1,25.37418468546413
2023-08-07,WH_1,South,106,163.17454640742065,8,1,29.521903028719162
2023-08-07,WH_2,West,136,336.3260465184711,11,0,32.41443620274127
2023-08-07,WH_3,East,106,220.95506900836875,8,1,23.134904899621457
2023-08-08,WH_1,East,143,271.8857788315159,11,1,22.498885728776262
2023-08-08,WH_2,West,141,267.603141623486,11,1,28.13376906421917
2023-08-08,WH_3,West,138,227.89438221272536,11,1,23.38807484889299
2023-08-09,WH_1,North,131,333.2821053036531,10,1,24.836975669269858
2023-08-09,WH_2,North,138,377.2202010052262,11,1,34.0117571068688
2023-08-09,WH_3,South,147,259.3902042363279,12,0,39.79092997043106
2023-08-10,WH_1,South,81,208.18815362252667,6,1,24.629077691983504
2023-08-10,WH_2,East,136,336.4742398651575,11,1,19.990162108279755
2023-08-10,WH_3,South,129,287.90920687179704,10,0,38.37263949414923
2023-08-11,WH_1,East,131,373.9052770958136,10,1,16.011767094181714
2023-08-11,WH_2,East,135,246.67007720220187,11,1,18.709475502001837
2023-08-11,WH_3,South,118,205.99623735867056,9,0,28.46169977630986
2023-08-12,WH_1,North,135,211.52434144104495,11,1,21.874220964836947
2023-08-12,WH_2,West,84,152.10606795312802,7,1,26.903462126764882
2023-08-12,WH_3,West,103,218.9794779030075,8,1,31.94690375304021
2023-08-13,WH_1,South,117,232.60310849694253,9,0,39.50420835692358
2023-08-13,WH_2,South,129,292.380513154629,10,0,36.32495472457993
2023-08-13,WH_3,East,95,254.53858401422303,7,0,33.13539736045303
2023-08-14,WH_1,South,89,250.41793611377759,7,1,25.25491079491395
2023-08-14,WH_2,South,106,253.7880809768703,8,0,32.68269636820024
2023-08-14,WH_3,North,134,339.01570549208895,11,1,25.980887941941234
2023-08-15,WH_1,North,149,339.1434958558232,12,0,38.4871722541657
2023-08-15,WH_2,West,88,172.65386254724618,7,0,35.09632180850403
2023-08-15,WH_3,North,138,319.06454732782754,11,1,22.564299130434332
2023-08-16,WH_1,North,135,349.9138161173382,11,1,29.420149251666246
2023-08-16,WH_2,West,114,287.1065909950197,9,1,19.283371655761723
2023-08-16,WH_3,East,89,243.25497001645448,7,1,30.795267263945853
2023-08-17,WH_1,West,129,290.2047109666553,10,1,23.59738252653389
2023-08-17,WH_2,East,90,160.93814501422122,7,1,29.848141394179486
2023-08-17,WH_3,North,119,292.66055678438875,9,0,38.42297152643164
2023-08-18,WH_1,South,115,287.85716495254223,9,0,25.630185662089552
2023-08-18,WH_2,West,145,380.93479311026044,12,1,23.308600309972572
2023-08-18,WH_3,West,93,255.3714321897505,7,0,37.84091718401881
2023-08-19,WH_1,East,138,404.8482288368886,11,1,31.161819393773868
2023-08-19,WH_2,East,110,228.69388977626338,9,0,25.99546414250511
2023-08-19,WH_3,North,111,185.24681448725835,9,0,38.37397056418667
2023-08-20,WH_1,West,86,190.3001466482301,7,0,33.471131825198974
2023-08-20,WH_2,North,123,282.9154834889803,10,1,32.058395658433284
2023-08-20,WH_3,South,115,291.61729630665627,9,0,27.09513793727522
2023-08-21,WH_1,East,121,236.59195719520753,10,1,27.21471721291536
2023-08-21,WH_2,East,123,306.56067230078247,10,1,29.021298486175553
2023-08-21,WH_3,South,147,371.57077522852995,12,1,30.88586647346163
2023-08-22,WH_1,West,139,279.2291532381243,11,1,15.804816925664262
2023-08-22,WH_2,North,139,222.28222167896257,11,1,30.76146031623187
2023-08-22,WH_3,North,100,179.32746130305944,8,1,31.52500392365347
2023-08-23,WH_1,North,84,178.4398930883873,7,0,27.65003313539525
2023-08-23,WH_2,East,105,262.27786387635757,8,1,25.64116462913272
2023-08-23,WH_3,East,120,308.4196424664879,10,0,38.29555941474584
2023-08-24,WH_1,East,115,205.97083854945907,9,1,24.047265095247287
2023-08-24,WH_2,South,93,179.67756287270538,7,0,29.493344189851502
2023-08-24,WH_3,West,83,179.6049951768833,6,1,29.62999148115206
2023-08-25,WH_1,West,140,403.17088759560704,11,1,21.029953775968202
2023-08-25,WH_2,West,136,230.3087534571274,11,0,29.262706759099757
2023-08-25,WH_3,East,130,329.5611735142736,10,1,21.23185308557211
2023-08-26,WH_1,South,117,326.53283758861033,9,1,32.00242261687481
2023-08-26,WH_2,East,97,165.47116967380023,8,0,38.317383794152214
2023-08-26,WH_3,South,87,229.73345236483485,7,1,28.71199291970502
2023-08-27,WH_1,West,143,375.1514828878617,11,1,30.711057930631426
2023-08-27,WH_2,North,98,282.60695205664126,8,1,29.08329128530948
2023-08-27,WH_3,East,84,167.47925434235017,7,1,29.634171162372567
2023-08-28,WH_1,North,118,331.59687078004504,9,1,25.500657448792573
2023-08-28,WH_2,West,95,264.79003768420586,7,1,21.380814308200996
2023-08-28,WH_3,South,139,316.3403145697696,11,0,26.662541859892553
2023-08-29,WH_1,South,116,301.49493777479154,9,1,17.001732017123874
2023-08-29,WH_2,North,130,245.8152619145458,10,1,17.069160481608893
2023-08-29,WH_3,North,97,198.06038004046218,8,1,30.522924576216603
2023-08-30,WH_1,South,101,194.37094612203953,8,1,26.238035064932923
2023-08-30,WH_2,East,89,170.21457364249733,7,1,23.733885657285242
2023-08-30,WH_3,East,135,371.0216354618816,11,1,33.87211891336524
2023-08-31,WH_1,West,98,190.13002048294268,8,1,31.829745679950634
2023-08-31,WH_2,South,141,317.16620287324304,11,1,33.55731163972736
2023-08-31,WH_3,South,129,332.79240314352586,10,0,34.00638564501793
2023-09-01,WH_1,South,118,342.45274448216895,9,1,17.716192251673235
2023-09-01,WH_2,North,144,356.777380770728,12,1,32.518148703078964
2023-09-01,WH_3,East,97,181.20264908355315,8,0,33.33739130588063
2023-09-02,WH_1,East,93,263.61186451113963,7,1,17.399574978328083
2023-09-02,WH_2,South,141,394.5380777236708,11,1,32.594090772425425
2023-09-02,WH_3,West,111,297.7299261643939,9,1,25.658035608405672
2023-09-03,WH_1,East,140,245.73965817565485,11,1,30.91397178590898
2023-09-03,WH_2,West,122,213.90956975571507,10,0,30.447944329898156
2023-09-03,WH_3,South,107,264.7701692605041,8,1,28.86408692417298
2023-09-04,WH_1,East,84,223.30678521928272,7,1,29.68589499671338
2023-09-04,WH_2,East,134,261.67177180560554,11,0,38.380588741401795
2023-09-04,WH_3,North,85,220.84452840505475,7,0,36.54196225359381
2023-09-05,WH_1,West,132,217.56555098069347,11,0,27.893694482178965
2023-09-05,WH_2,North,132,270.42193285059835,11,0,36.782341823238475
2023-09-05,WH_3,South,106,274.1971428962007,8,1,18.6154951838582
2023-09-06,WH_1,North,147,317.4152363964235,12,1,21.693272978623064
2023-09-06,WH_2,East,127,293.31361042645614,10,1,30.946356967711864
2023-09-06,WH_3,West,149,415.4504256153489,12,0,35.856805404031576
2023-09-07,WH_1,West,82,187.11771139550893,6,1,16.150034225593494
2023-09-07,WH_2,South,146,258.66669974359866,12,0,37.54375261700018
2023-09-07,WH_3,West,86,210.34712620636793,7,0,38.02471171480529
2023-09-08,WH_1,South,144,354.81512729394683,12,1,19.9980719013249
2023-09-08,WH_2,North,112,256.5420338949586,9,1,31.345526365916243
2023-09-08,WH_3,West,127,286.01967095159176,10,0,35.424952047686375
2023-09-09,WH_1,West,148,418.1760371507763,12,1,34.165185867203824
2023-09-09,WH_2,South,88,154.14173237588298,7,0,30.092136953848915
2023-09-09,WH_3,North,139,341.4339161225137,11,1,19.438112598456144
2023-09-10,WH_1,West,114,210.03343739870627,9,1,23.793268785203807
2023-09-10,WH_2,West,123,230.0884478235493,10,1,32.268478634333555
2023-09-10,WH_3,East,134,252.31825280014354,11,0,31.604850331970685
2023-09-11,WH_1,North,94,247.12345496154933,7,1,28.932083038866004
2023-09-11,WH_2,North,136,392.42382735112847,11,1,18.86463045605381
2023-09-11,WH_3,West,116,240.17917646987152,9,0,25.107085872088824
2023-09-12,WH_1,West,114,236.41803611491633,9,1,25.892616069906587
2023-09-12,WH_2,East,135,243.30549018466314,11,1,24.042414686398352
2023-09-12,WH_3,South,115,185.35569328025932,9,1,33.234746634287056
2023-09-13,WH_1,East,140,409.37978975058576,11,1,21.890678810263406
2023-09-13,WH_2,West,94,175.09278982200414,7,0,26.79481726342123
2023-09-13,WH_3,East,146,310.5081604751051,12,0,26.742541750642385
2023-09-14,WH_1,North,125,374.1170600584287,10,1,25.862711577754833
2023-09-14,WH_2,East,102,202.59493073994886,8,1,15.903845189902839
2023-09-14,WH_3,North,94,236.41368916562706,7,0,26.332891901908962
2023-09-15,WH_1,West,93,172.014196555495,7,0,32.302806192381645
2023-09-15,WH_2,East,130,277.50354857294616,10,0,32.76502312089833
2023-09-15,WH_3,North,91,196.11052739888447,7,1,21.386203886706667
2023-09-16,WH_1,North,95,248.22255292411626,7,1,28.052973458390557
